Comando,NomeCat,IDProduto,CodProd,Nomeprod,Peso,Descricao,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,OrdemProd,RamoProd,DescrHTM,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,URLProd
A,Celulares e Tablets,7818165,11652,Tablete Multilaser Mickey Nb367 7pol/32gb/And11go,750,Tablete Multilaser Mickey Nb367 7pol/32gb/And11go,FALSE,16,0,TRUE,0,399.45,555.44,511,0,0,16/05/2022,31/05/2022,TRUE,TRUE,NB367-1200-1.jpg,"NB367-1200-1.jpg,NB367-1200-2.jpg,NB367-1200-3.jpg,NB367-1200-4.jpg","NB367-1200-1.jpg,NB367-1200-2.jpg,NB367-1200-3.jpg,NB367-1200-4.jpg",0,,11652.html,10,10,7908414420502,TRUE,FALSE,200,120,250,,7908414420502,tablet-multilaser-mickey-nb367
A,Celulares e Tablets,7818164,11651,Tablete Multilaser Patrulha Canina Nb376 7pol/32gb,750,Tablete Multilaser Patrulha Canina Nb376 7pol/32gb,FALSE,61,0,TRUE,0,399.51,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB376-1200-1.jpg,"NB376-1200-1.jpg,NB376-1200-2.jpg,NB376-1200-3.jpg,NB376-1200-4.jpg","NB376-1200-1.jpg,NB376-1200-2.jpg,NB376-1200-3.jpg,NB376-1200-4.jpg",0,,11651.html,10,10,7908414420069,TRUE,FALSE,150,100,220,,7908414420069,tablet-multilaser-patrulha-canina-nb376
A,Celulares e Tablets,7818163,11650,Tablete Multilaser Peppa Pig Nb375 7pol/32gb/And11go,750,Tablete Multilaser Peppa Pig Nb375 7pol/32gb/And11go,FALSE,8,0,TRUE,0,399.38,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB375-1200-1.jpg,"NB375-1200-1.jpg,NB375-1200-2.jpg,NB375-1200-3.jpg,NB375-1200-4.jpg","NB375-1200-1.jpg,NB375-1200-2.jpg,NB375-1200-3.jpg,NB375-1200-4.jpg",0,,11650.html,10,10,7908414420656,TRUE,FALSE,150,100,220,,7908414420656,tablet-multilaser-pepa-pig-nb375
A,Celulares e Tablets,7818162,11649,Tablete Multilaser Gal Pintadinha Nb373 7pol/32gb,750,Tablete Multilaser Gal Pintadinha Nb373 7pol/32gb,FALSE,8,0,TRUE,0,399.38,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB373-1200-1.jpg,"NB373-1200-1.jpg,NB373-1200-2.jpg,NB373-1200-3.jpg,NB373-1200-4.jpg","NB373-1200-1.jpg,NB373-1200-2.jpg,NB373-1200-3.jpg,NB373-1200-4.jpg",0,,11649.html,10,10,7908414420618,TRUE,FALSE,150,100,220,,7908414420618,tablet-multilaser-galinha-pintadinha-nb373
A,Celulares e Tablets,7818161,11648,Tablete Multilaser Vingadores Nb371 7pol/32gb/And11go,750,Tablete Multilaser Vingadores Nb371 7pol/32gb/And11go,FALSE,2,0,TRUE,0,399.4,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB371-1200-1.jpg,"NB371-1200-1.jpg,NB371-1200-2.jpg,NB371-1200-3.jpg,NB371-1200-4.jpg","NB371-1200-1.jpg,NB371-1200-2.jpg,NB371-1200-3.jpg,NB371-1200-4.jpg",0,,11648.html,10,10,7908414420564,TRUE,FALSE,150,100,220,,7908414420564,
A,Celulares e Tablets,7818160,11647,Tablete Multilaser Frozen Nb370 7pol/32gb/Rosa/And11go,750,Tablete Multilaser Frozen Nb370 7pol/32gb/Rosa/And11go,FALSE,15,0,TRUE,0,399.38,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB370-1200-1.jpg,"NB370-1200-1.jpg,NB370-1200-2.jpg,NB370-1200-3.jpg,NB370-1200-4.jpg","NB370-1200-1.jpg,NB370-1200-2.jpg,NB370-1200-3.jpg,NB370-1200-4.jpg",0,,11647.html,10,10,7908414420533,TRUE,FALSE,150,100,220,,7908414420533,tablet-multilaser-frozen-nb370
A,Celulares e Tablets,7818159,11646,Tablet Multilaser Minnie Nb368 7pol/32gb/And11go,750,Tablet Multilaser Minnie Nb368 7pol/32gb/And11go,FALSE,14,0,TRUE,0,399.48,555.44,511,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,FALSE,NB368-1200-1.jpg,"NB368-1200-1.jpg,NB368-1200-2.jpg,NB368-1200-3.jpg,NB368-1200-4.jpg","NB368-1200-1.jpg,NB368-1200-2.jpg,NB368-1200-3.jpg,NB368-1200-4.jpg",0,,11646.html,10,10,7908414420519,TRUE,FALSE,150,100,220,,7908414420519,tablet-multilaser-minnie-nb368
A,Celulares e Tablets,7818158,11645,Tablet Multilaser M7 Nb360 7pol/32gb/3g - Preto,750,Tablet Multilaser M7 Nb360 7pol/32gb/3g - Preto,FALSE,3,0,TRUE,0,432.57,588.78,555.44,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,NB360-1200-1.jpg,"NB360-1200-1.jpg,NB360-1200-2.jpg,NB360-1200-3.jpg,NB360-1200-4.jpg","NB360-1200-1.jpg,NB360-1200-2.jpg,NB360-1200-3.jpg,NB360-1200-4.jpg",0,,11645.html,10,10,7908414419995,TRUE,FALSE,120,60,200,,7908414419995,tablet-multilaser-nb360
A,Kit Teclado+Mouse,7818157,11642,Teclado+Mouse Multilaser Tc239 Gamer Usb,940,Teclado+Mouse Multilaser Tc239 Gamer Usb,FALSE,51,0,TRUE,0,73.1,99.89,0,0,0,,,FALSE,FALSE,TC239-1200-1b.jpg,"TC239-1200-1b.jpg,TC239-1200-2.jpg,TC239-1200-3.jpg","TC239-1200-1.jpg,TC239-1200-2.jpg,TC239-1200-3.jpg",0,,11642.html,10,10,7899838858937,TRUE,FALSE,200,40,550,,7899838858937,kit-teclado-mouse-multilaser-gamer-tc239-usb-a
A,Caixas de Som,7818156,11641,Caixa De Som Multilaser Sp396 Sunny Ii 800w,9340,Caixa De Som Multilaser Sp396 Sunny Ii 800w,FALSE,0,0,TRUE,0,521.52,699.89,0,0,0,,,TRUE,FALSE,SP396-1200-1.jpg,"SP396-1200-1.jpg,SP396-1200-2.jpg","SP396-1200-1.jpg,SP396-1200-2.jpg",0,,11641.html,10,10,7898149184483,TRUE,FALSE,390,450,670,,7898149184483,caixa-de-som-multilaser-sp396-800w
A,Gabinetes,7818155,11640,Gabinete Multilaser Ga205 Gamer Micro Atx S/Fonte,2500,Gabinete Multilaser Ga205 Gamer Micro Atx S/Fonte,FALSE,29,0,TRUE,0,121.68,175.44,0,0,0,,,TRUE,FALSE,11640-1b.jpg,"11640-1b.jpg,11640-2.jpg,11640-3.jpg,11640-4.jpg","11640-1.jpg,11640-2.jpg,11640-3.jpg,11640-4.jpg",0,0,11640.html,10,10,7899838890005,TRUE,FALSE,310,180,360,,7899838890005,gabinete-multilaser-ga205-microatx-semfonte
A,Gabinetes,7819736,11639,Gabinete Cooler Master Q300l Master Box - Kann-S00,5210,Gabinete Cooler Master Q300l Master Box - Kann-S00,FALSE,3,0,TRUE,0,298.89,398.88,0,0,0,,,TRUE,FALSE,11639-1.jpg,"11639-1.jpg,11639-2.jpg,11639-3.jpg,11639-4.jpg","11639-1.jpg,11639-2.jpg,11639-3.jpg,11639-4.jpg",0,0,11639.html,10,10,4719512065488,TRUE,FALSE,390,240,390,,4719512065488,gabinete-coolermaster-q300l-master-box-kann-s00
A,Monitores,7819735,11638,Monitor Acer 28 Kg282k Nitro Uhd4k/Ips/2xhdmi/Dp,7000,Monitor Acer 28 Kg282k Nitro Uhd4k/Ips/2xhdmi/Dp,FALSE,1,0,TRUE,0,1959,2666.56,0,0,0,,,FALSE,TRUE,KG282K-1200-1.jpg,"KG282K-1200-1.jpg,KG282K-1200-2.jpg,KG282K-1200-3.jpg","KG282K-1200-1.jpg,KG282K-1200-2.jpg,KG282K-1200-3.jpg",0,,11638.html,10,10,4710886475590,TRUE,FALSE,460,160,690,,4710886475590,monitor-acer-28-kg282k-nitro-uhd4k-ips
A,Monitores,7819734,11636,Monitor Acer 31.5 Xz322q P Nitro Fhd/2xhdmi/Dp/165hz,8700,Monitor Acer 31.5 Xz322q P Nitro Fhd/2xhdmi/Dp/165hz,FALSE,0,0,TRUE,0,1937,2767.67,0,0,0,,,FALSE,TRUE,XZ322QP-1200-1.jpg,"XZ322QP-1200-1.jpg,XZ322QP-1200-2.jpg,XZ322QP-1200-3.jpg,XZ322QP-1200-4.jpg,XZ322QP-1200-5.jpg","XZ322QP-1200-1.jpg,XZ322QP-1200-2.jpg,XZ322QP-1200-3.jpg,XZ322QP-1200-4.jpg,XZ322QP-1200-5.jpg",0,,11636.html,10,10,4710180897937,TRUE,FALSE,460,160,690,,4710180897937,monitor-acer-31-5-xz322q-fhd-2xhdmi-dp-165hz
A,Gabinetes,7810401,11634,Gabinete Cooler Master Masterbox E500-Kgnn S/Fonte,8170,Gabinete Cooler Master Masterbox E500-Kgnn S/Fonte,FALSE,2,0,TRUE,0,346.62,466.56,0,0,0,,,TRUE,TRUE,E500KGNN-1200-1.jpg,"E500KGNN-1200-1.jpg,E500KGNN-1200-2.jpg,E500KGNN-1200-3.jpg","E500KGNN-1200-1.jpg,E500KGNN-1200-2.jpg,E500KGNN-1200-3.jpg",0,0,11634.html,10,10,4719512118412,TRUE,FALSE,280,560,560,,4719512118412,gabinete-coolermaster-masterbox-e500-kgnn-sem-fonte
A,Gabinetes,7810332,11633,Gabinete Cooler Master Masterbox E500 Miniatx S/Fonte,8170,Gabinete Cooler Master Masterbox E500 Miniatx S/Fonte,FALSE,1,0,TRUE,0,311.39,439.89,0,0,0,,,TRUE,FALSE,E500-1200-2.jpg,"E500-1200-2.jpg,E500-1200-1.jpg,E500-1200-3.jpg,E500-1200-4.jpg","E500-1200-2.jpg,E500-1200-1.jpg,E500-1200-3.jpg,E500-1200-4.jpg",0,591,11633.html,10,10,4719512118405,TRUE,FALSE,220,500,500,,4719512118405,gabinete-cooler-master-e500-miniatx-knnn
A,Acessórios,7880557,11632,Cooler Cooler Master Hyper H411r - Rr-H411-20pw-R1,390,Cooler Cooler Master Hyper H411r - Rr-H411-20pw-R1,FALSE,8,0,TRUE,0,112.9,162.11,0,0,0,,,FALSE,FALSE,H411R-1200-1.jpg,"H411R-1200-1.jpg,H411R-1200-2.jpg","H411R-1200-1.jpg,H411R-1200-2.jpg",0,567,11632.html,10,10,4719512064375,TRUE,FALSE,120,190,150,,4719512064375,cooler-cooler-master-hyper-h411r-rr-h411-20pw-r1
A,Kit Teclado+Mouse,7893190,11629,Teclado+Mouse Dell Km5221w Wifi Preto - 580-Ajit,700,Teclado+Mouse Dell Km5221w Wifi Preto - 580-Ajit,FALSE,24,0,TRUE,0,219.68,366.56,0,0,0,,,FALSE,FALSE,KM5221W-1200-1.jpg,"KM5221W-1200-1.jpg,KM5221W-1200-2.jpg,KM5221W-1200-3.jpg","KM5221W-1200-1.jpg,KM5221W-1200-2.jpg,KM5221W-1200-3.jpg",0,,11629.html,10,10,5397184495766,TRUE,FALSE,140,80,460,,5397184495766,teclado-mouse-dell-km5221w-wifi-preto-580-ajit
A,Headset e Fones,7811322,11628,Headset Corsair Hs60 Gamer Ca-9011213-Na Preto,580,Headset Corsair Hs60 Gamer Ca-9011213-Na Preto,FALSE,10,0,TRUE,0,325,433.22,411,0,0,16/05/2022,31/05/2022 23:59:00,TRUE,FALSE,11628-1.jpg,"11628-1.jpg,11628-2.jpg,11628-3.jpg","11628-1.jpg,11628-2.jpg,11628-3.jpg",0,591,11628.html,10,10,840006610205,TRUE,FALSE,240,240,400,,840006610205,headset-corsair-hs60-gamer
A,Mouse,7808104,11627,Mouse Logitech M220 Silent Wifi Grafite - 910-006127,260,Mouse Logitech M220 Silent Wifi Grafite - 910-006127,FALSE,15,0,TRUE,0,56.96,83.22,0,0,0,,,FALSE,FALSE,m220grafite-1200-1.jpg,"m220grafite-1200-1.jpg,m220grafite-1200-2.jpg","m220grafite-1200-1.jpg,m220grafite-1200-2.jpg",0,,11627.html,10,10,97855168450,TRUE,FALSE,150,80,250,,97855168450,mouse-logitech-m220-silent-wifi-grafite-910-006127
A,Mouse,7808103,11626,Mouse Logitech M220 Silent Wifi Branco - 910-006125,260,Mouse Logitech M220 Silent Wifi Branco - 910-006125,FALSE,1,0,TRUE,0,56.96,77.67,0,0,0,,,FALSE,FALSE,m220branco-1200-3.jpg,"m220branco-1200-3.jpg,m220branco-1200-1.jpg,m220branco-1200-2.jpg","m220branco-1200-3.jpg,m220branco-1200-1.jpg,m220branco-1200-2.jpg",0,573,11626.html,10,10,97855168436,TRUE,FALSE,150,80,250,,97855168436,mouse-logitech-m220-silent-wifi-branco-910-006125
A,Mouse,7846242,11625,Mouse Logitech M220 Silent Wifi Rosa - 910-006126,260,Mouse Logitech M220 Silent Wifi Rosa - 910-006126,FALSE,8,0,TRUE,0,57.96,77.67,0,0,0,,,FALSE,FALSE,M220ROSA-1200-3.jpg,"M220ROSA-1200-3.jpg,M220ROSA-1200-1.jpg,M220ROSA-1200-2.jpg","M220ROSA-1200-3.jpg,M220ROSA-1200-1.jpg,M220ROSA-1200-2.jpg",0,,11625.html,10,10,97855168443,TRUE,FALSE,150,80,250,,97855168443,mouse-logitech-m220-silent-wifi-rosa-910-006126
A,Mouse,7807455,11621,Mouse Corsair M55 Rgb Pro Usb 12400 Dpi Preto,260,Mouse Corsair M55 Rgb Pro Usb 12400 Dpi Preto,FALSE,30,0,TRUE,0,149,198.89,188.78,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,M55-1200-1.jpg,"M55-1200-1.jpg,M55-1200-2.jpg,M55-1200-3.jpg","M55-1200-1.jpg,M55-1200-2.jpg,M55-1200-3.jpg",0,,11621.html,10,10,840006607779,TRUE,FALSE,120,80,160,,840006607779,mouse-corsair-m55-rgb-pro
A,Nobreak,7810329,11620,Nobreak Sms New Station 700va Bivolt S/115v - 27915,7200,Nobreak Sms New Station 700va Bivolt S/115v - 27915,FALSE,3,0,TRUE,0,514.05,688.78,0,0,0,,,FALSE,FALSE,NEWSTATION700-1200-1.jpg,NEWSTATION700-1200-1.jpg,NEWSTATION700-1200-1.jpg,0,,11620.html,10,10,7897020627484,TRUE,FALSE,120,180,370,,7897020627484,nobreak-sms-new-station-700va-entrada-bivolt-saida-115v
A,Acessórios,7883288,11619,Hydro Cooling Corsair H150i Rgb Pro Xt Radiador 360mm,2550,Hydro Cooling Corsair H150i Rgb Pro Xt Radiador 360mm,FALSE,0,0,TRUE,0,844.76,1060,0,0,0,,,FALSE,FALSE,H150I-1200-1.jpg,"H150I-1200-1.jpg,H150I-1200-2.jpg,H150I-1200-3.jpg,H150I-1200-4.jpg","H150I-1200-1.jpg,H150I-1200-2.jpg,H150I-1200-3.jpg,H150I-1200-4.jpg",0,,11619.html,10,10,840006616696,TRUE,FALSE,200,150,460,,840006616696,hydro-cooling-corsair-h150i-rgb-pro-xt-radiador-360mm
A,| EM BREVE,7810327,11617,Headset Plantronics C5210 Blackwire Usb-A - 207577-01,220,Headset Plantronics C5210 Blackwire Usb-A - 207577-01,FALSE,0,0,FALSE,0,342.02,477.67,0,0,0,,,TRUE,FALSE,C5210MONO-1200-1.jpg,C5210MONO-1200-1.jpg,C5210MONO-1200-1.jpg,0,567,11617.html,10,10,17229158610,TRUE,FALSE,170,50,170,,17229158610,fone-de-ouvido-plantronics-c5210-mono-blackwire-usb-a
A,Caixas de Som,7807107,11614,Caixa De Som Frahm 6 Pol Coaxial Redonda 50w,1260,Caixa De Som Frahm 6 Pol Coaxial Redonda 50w,FALSE,10,0,TRUE,0,131.87,279,177.67,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,arandela40wredonda-1200-1.jpg,"arandela40wredonda-1200-1.jpg,arandela40wredonda-1200-2.jpg,arandela40wredonda-1200-3.jpg","arandela40wredonda-1200-1.jpg,arandela40wredonda-1200-2.jpg,arandela40wredonda-1200-3.jpg",0,,11614.html,10,10,7896673814586,TRUE,FALSE,250,90,250,,7896673814586,caixa-de-som-arandela-frahm-6pol-redonda-50w
A,Caixas de Som,7807106,11613,Caixa De Som Frahm Arandela 6 Pol Coaxial Qda 100w,1460,Caixa De Som Frahm Arandela 6 Pol Coaxial Qda 100w,FALSE,10,0,TRUE,0,204.75,429,277.67,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,arandela6telaaluminio-1200-1.jpg,"arandela6telaaluminio-1200-1.jpg,arandela6telaaluminio-1200-2.jpg,arandela6telaaluminio-1200-3.jpg","arandela6telaaluminio-1200-1.jpg,arandela6telaaluminio-1200-2.jpg,arandela6telaaluminio-1200-3.jpg",0,,11613.html,10,10,7896673814180,TRUE,FALSE,250,90,250,,7896673814180,caixa-de-som-arandela-frahm-6pol-quadrada-100w
A,Caixas de Som,7807105,11612,Caixa De Som Frahm Arandela 6 Pol Coaxial Qd 80w,1450,Caixa De Som Frahm Arandela 6 Pol Coaxial Qd 80w,FALSE,10,0,TRUE,0,191.1,479,255.44,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,arandela6telaaluminio-1200-1.jpg,"arandela6telaaluminio-1200-1.jpg,arandela6telaaluminio-1200-2.jpg,arandela6telaaluminio-1200-3.jpg","arandela6telaaluminio-1200-1.jpg,arandela6telaaluminio-1200-2.jpg,arandela6telaaluminio-1200-3.jpg",0,,11612.html,10,10,7896673815514,TRUE,FALSE,250,90,250,,7896673815514,caixa-de-som-arandela-frahm-6pol-quadrada-80w
A,Amplificadores,7807104,11611,Amplificador Receiver Frahm Slim 3700 Optical Bth 2x120w,2680,Amplificador Receiver Frahm Slim 3700 Optical Bth 2x120w,FALSE,2,0,TRUE,0,1090.65,1799,1444.33,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,SLIM3700OPTICAL-1200-1.jpg,"SLIM3700OPTICAL-1200-1.jpg,SLIM3700OPTICAL-1200-2.jpg,SLIM3700OPTICAL-1200-3.jpg","SLIM3700OPTICAL-1200-1.jpg,SLIM3700OPTICAL-1200-2.jpg,SLIM3700OPTICAL-1200-3.jpg",66,,11611.html,10,10,7896673814470,TRUE,FALSE,400,80,270,,7896673814470,amplificador-receiver-frahm-slim-3700
A,Caixas de Som,7807103,11610,Caixa De Som Amplificada Frahm Sd 500 Optical Bth Bat 500w,9620,Caixa De Som Amplificada Frahm Sd 500 Optical Bth Bat 500w,FALSE,1,0,TRUE,0,486.69,899,644.33,0,0,14/04/2022,31/05/2022 23:59:00,TRUE,FALSE,SD500OPTICAL-1200-1.jpg,"SD500OPTICAL-1200-1.jpg,SD500OPTICAL-1200-3.jpg,SD500OPTICAL-1200-4.jpg","SD500OPTICAL-1200-1.jpg,SD500OPTICAL-1200-3.jpg,SD500OPTICAL-1200-4.jpg",66,,11610.html,10,10,7896673816023,TRUE,FALSE,390,560,270,,7896673816023,caixa-de-som-amplificada-frahm-sd500-optical-500w
A,Caixas de Som,7818522,11609,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Preta,4150,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Preta,FALSE,48,0,TRUE,0,296.19,599,399.89,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,lc250preta-1200-1b.jpg,"lc250preta-1200-1b.jpg,lc250preta-1200-2.jpg,lc250preta-1200-3.jpg","lc250preta-1200-1.jpg,lc250preta-1200-2.jpg,lc250preta-1200-3.jpg",0,,11609.html,10,10,7896673814913,TRUE,FALSE,310,360,230,,7896673814913,caixa-som-amplificada-frahm-lc-250-preta
A,Caixas de Som,7807101,11608,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Red,4560,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Red,FALSE,8,0,TRUE,0,309.95,599,411,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,FALSE,lc250red-1200-1.jpg,"lc250red-1200-1.jpg,lc250red-1200-2.jpg,lc250red-1200-3.jpg","lc250red-1200-1.jpg,lc250red-1200-2.jpg,lc250red-1200-3.jpg",66,,11608.html,10,10,7896673814890,TRUE,FALSE,310,360,230,,7896673814890,caixa-de-som-amplificada-frahm-lc250-vermelha
A,Caixas de Som,7807077,11607,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Azul,4560,Caixa De Som Amplificada Frahm Lc 250 App Bth 100w Azul,FALSE,3,0,TRUE,0,309.95,599,411,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,LC250AZUL-1200-1.jpg,"LC250AZUL-1200-1.jpg,LC250AZUL-1200-2.jpg,LC250AZUL-1200-3.jpg","LC250AZUL-1200-1.jpg,LC250AZUL-1200-2.jpg,LC250AZUL-1200-3.jpg",66,,11607.html,10,10,7896673814883,TRUE,FALSE,310,360,230,,7896673814883,caixa-de-som-amplificada-frahm-lc250-azul
